"STAGE 6 — COMPONENT DECOMPOSITION (house rules 4+5). Buckets 1-5 summed from data_lineitems (SUMIFS); bucket 6 = observed-minus-modelled MEMO (D39). Reconciliation: buckets must equal the stage-4 all-in total within +/-2 pct (hard stop). Real 2025 USD/MWh. Converted at annual-average market FX. Excludes VAT. E1/E2 are MODELLED, not observed.",,,,,,,,,,,,,,,,,,,
"Structural breaks: UK CfD-ILR 2016, TCR 2023, NCC 2024/2026; DE EEG-to-budget 07/2022, bundeseinheitlich 2023, subsidy 2026; CN 2021-10 market reform, 2026 136-hao — never draw a continuous line through them. CN decomposition 2022+ = Jiangsu representative (D41).",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ctry,Arch,Case,Bucket,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
CN,large,E1=E2,REFERENCE — basket USD (ts r89) <=2021; JS total (stage4_cn r83) 2022+ (D41),,,144.866233721742,146.525558827849,143.854311431501,139.02585575917,128.850631485133,120.80601338151,118.743628504298,111.189772065784,104.831088051627,105.613041514276,109.914624246978,98.7131815432489,93.2432610650862,86.8706657391304
CN,large,E1=E2,RECONCILIATION (total/ref - 1),n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN,large,E1=E2,GATE +/-2 pct,n/a,n/a,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
,,,,,,,,,,,,,,,,,,,
CN,medium,E1=E2,leg header,,,,,,,,,,,,,,,,
CN,medium,E1=E2,1-4 bundled (CN catalogue),0,0,163.232671847102,165.102369592216,162.092455974195,156.892411275943,145.408347833698,136.738014179074,134.643655248655,126.13065015531,118.921398845253,122.692957381431,0,0,0,0
CN,medium,E1=E2,1 Commodity,0,0,0,0,0,0,0,0,0,0,0,0,73.8125594255668,70.003782607194,65.9442777057034,62.6329516521739
CN,medium,E1=E2,2 Gen capital recovery,0,0,0,0,0,0,0,0,0,0,0,0,3.10617636563847,2.83510287027717,8.87748991349444,8.59019130434783
CN,medium,E1=E2,3 Network,0,0,0,0,0,0,0,0,0,0,0,0,44.5327601052589,39.4434930293483,36.8809058486455,35.976347826087
CN,medium,E1=E2,4 System services & balancing,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81919100842785,-1.86843478465951,-0.529808695652175
CN,medium,E1=E2,5 General taxation & levies,0,0,0,0,0,0,0,0,0,0,0,0,1.70022285277053,1.5518457816254,2.16196446304342,2.61328695652174
CN,medium,E1=E2,TOTAL modelled (sum buckets),0,0,163.232671847102,165.102369592216,162.092455974195,156.892411275943,145.408347833698,136.738014179074,134.643655248655,126.13065015531,118.921398845253,122.692957381431,123.151718749235,115.653415296873,111.996203146227,109.282969043478
CN,medium,E1=E2,REFERENCE — basket USD (ts r90) <=2021; JS total (stage4_cn r93) 2022+ (D41),,,163.232671847102,165.102369592216,162.092455974195,156.892411275943,145.408347833698,136.738014179074,134.643655248655,126.13065015531,118.921398845253,122.692957381431,123.151718749235,115.653415296873,111.996203146227,109.282969043478
CN,medium,E1=E2,RECONCILIATION (total/ref - 1),n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN,medium,E1=E2,GATE +/-2 pct,n/a,n/a,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
,,,,,,,,,,,,,,,,,,,
MEMO SERIES (real 2025 USD/MWh) — never additive,,,,,,,,,,,,,,,,,,,
UK,,,MEMO embedded carbon (D40 central; within bucket 1),,,,10.8031622711391,18.6047426707514,28.4138879661715,23.513582547891,22.667897879672,30.9795450985683,36.9476255893629,36.9032578892188,51.0818984958299,55.9387144552693,40.7549231943962,30.4001905199931,37.93808128
DE,,,MEMO embedded carbon (D40 central; within bucket 1),,,,6.03997981346618,8.10837739184746,8.70548802563867,5.9371837725773,6.54272549442885,17.156443460614,26.4188108446032,26.5249162490358,53.0989680153139,67.0818293448108,68.8596291572676,51.9780066293278,60.238368
CN,,,"MEMO embedded carbon = 0 (documented, carbon!A2)",,,,,,,,,,,,,,,,
UK,large,E1,MEMO 6 Supply margin (obs - modelled E1),31.8550719350847,28.762236863873,50.4354114867335,38.8510446783972,62.709146368267,56.5856260852018,39.8728194871154,19.8677092827419,-1.16282487484485,36.632528828806,58.1360784196397,-64.7160802929958,78.7838012907066,-155.377900328655,29.4702101841411,84.4464811376377
UK,large,E1,HATCH ii (borne by other users),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK,large,E1,HATCH iii (borne by taxpayer),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK,large,E2,MEMO 6 Supply margin (obs - modelled E1),31.8550719350847,28.762236863873,50.4354114867335,38.8510446783972,62.709146368267,56.5856260852018,39.8728194871154,19.8677092827419,-1.16282487484485,36.632528828806,58.1360784196397,-64.7160802929958,78.7838012907066,-155.377900328655,29.4702101841411,84.4464811376377
